user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_risk_score,risk_tier
1975,2024-04-10,Standard,399,9.0,7,3,17,58,No,0.771817305001988,Critical
2004,2024-03-10,Premium,699,17.6,5,2,18,51,Yes,0.7716691280757846,Critical
148,2023-04-28,Standard,399,24.2,4,5,31,55,Yes,0.7709521898767604,Critical
174,2024-03-09,Premium,699,16.9,6,2,22,55,Yes,0.7705620171948483,Critical
655,2024-08-10,Premium,699,2.4,2,3,22,20,Yes,0.770390675605467,Critical
2292,2023-04-10,Standard,399,19.0,8,5,23,10,Yes,0.7700478870963743,Critical
347,2023-05-24,Premium,699,17.1,8,2,25,24,No,0.7700437770961189,Critical
2208,2023-10-28,Premium,699,17.5,7,2,11,60,Yes,0.7698074092534792,Critical
1607,2024-04-18,Basic,199,14.4,5,2,20,54,Yes,0.7697281164339133,Critical
1078,2024-03-01,Premium,699,3.7,3,1,31,38,Yes,0.7689203126735531,Critical
492,2024-04-14,Basic,199,14.1,8,2,25,54,Yes,0.7688595850969047,Critical
2460,2024-02-28,Basic,199,11.5,7,5,28,60,Yes,0.7688407423082162,Critical
1307,2023-11-18,Basic,199,4.9,2,0,8,35,Yes,0.7687805593885356,Critical
988,2023-01-23,Standard,399,22.6,4,0,33,44,Yes,0.7681329370421452,Critical
162,2023-01-16,Premium,699,20.1,1,5,17,55,Yes,0.7677380393726957,Critical
312,2023-08-24,Standard,399,17.0,8,3,30,34,Yes,0.7674361643195164,Critical
1832,2024-12-07,Premium,699,19.2,4,4,35,33,No,0.7671875792555918,Critical
9,2023-03-15,Basic,199,9.2,4,5,24,59,Yes,0.7669035865415418,Critical
69,2024-04-20,Premium,699,1.7,3,0,30,29,Yes,0.7666689162296452,Critical
2347,2023-01-04,Standard,399,20.7,1,5,19,58,Yes,0.7663318716992497,Critical
2675,2023-12-27,Standard,399,17.8,6,2,18,28,Yes,0.7661151811240856,Critical
2679,2023-12-03,Standard,399,23.6,1,4,33,43,Yes,0.7658600630590523,Critical
2110,2024-06-21,Premium,699,11.2,5,5,2,27,Yes,0.7658347155667463,Critical
2021,2024-05-06,Premium,699,14.4,5,3,5,22,Yes,0.7657074469229735,Critical
349,2024-04-06,Standard,399,24.2,5,0,26,40,Yes,0.7653306416257903,Critical
1100,2023-02-18,Premium,699,21.1,4,5,4,32,Yes,0.7649380665264132,Critical
263,2024-05-24,Basic,199,12.7,8,3,11,31,No,0.76467358224275,Critical
624,2024-10-14,Basic,199,23.1,8,3,17,38,No,0.7643176172496949,Critical
1108,2024-12-22,Basic,199,12.9,7,5,10,29,Yes,0.7640497384523101,Critical
594,2023-10-24,Basic,199,17.7,1,2,3,59,Yes,0.7640233954586132,Critical
88,2024-01-15,Premium,699,20.0,0,2,8,34,Yes,0.7639802412998922,Critical
2407,2024-08-09,Basic,199,4.8,5,3,33,1,Yes,0.7637932377688854,Critical
1827,2024-08-30,Basic,199,6.5,5,5,5,30,No,0.7637211038919086,Critical
1304,2023-11-30,Basic,199,12.4,6,2,25,36,Yes,0.7635437669283804,Critical
722,2023-11-29,Premium,699,13.6,7,2,11,57,Yes,0.763338013303444,Critical
2608,2024-07-09,Standard,399,20.6,7,2,11,45,Yes,0.76328931975009,Critical
1984,2024-01-29,Standard,399,5.4,5,4,4,56,Yes,0.7626608184295063,Critical
373,2024-05-09,Basic,199,9.0,5,3,10,50,Yes,0.7624604340667986,Critical
1456,2023-10-24,Premium,699,16.0,8,4,7,51,Yes,0.762244964245865,Critical
671,2024-07-24,Premium,699,11.5,5,2,7,23,Yes,0.7621290248058431,Critical
2183,2023-02-07,Basic,199,14.8,7,3,34,27,No,0.7620127601563839,Critical
1985,2024-08-04,Premium,699,4.9,7,0,28,44,Yes,0.7619728557759272,Critical
1798,2023-06-24,Standard,399,18.2,8,3,24,30,Yes,0.7618655345114304,Critical
633,2023-03-27,Premium,699,10.9,4,3,7,49,Yes,0.7618520769924083,Critical
834,2023-12-30,Standard,399,11.6,6,4,12,52,Yes,0.7616963694088575,Critical
900,2024-08-10,Basic,199,11.1,3,4,21,60,Yes,0.761322317913456,Critical
1566,2023-08-26,Basic,199,16.8,7,5,7,30,Yes,0.7607730493112579,Critical
394,2023-03-02,Standard,399,4.6,2,1,28,52,Yes,0.760191671433392,Critical
265,2023-04-21,Basic,199,7.4,7,2,4,34,Yes,0.7600975347814221,Critical
2386,2024-02-22,Basic,199,2.5,1,5,18,20,Yes,0.7598935442836257,Critical
2741,2023-06-04,Premium,699,23.6,8,5,22,20,Yes,0.7594038441650323,Critical
2207,2023-12-13,Basic,199,2.9,3,5,33,18,Yes,0.7593449543422902,Critical
376,2023-08-26,Premium,699,14.0,5,4,12,27,No,0.758891967612483,Critical
918,2024-10-22,Standard,399,23.3,7,2,35,26,Yes,0.7588727554016889,Critical
2519,2024-12-22,Standard,399,3.1,0,5,29,6,No,0.7587491248280697,Critical
788,2024-05-19,Premium,699,23.2,7,4,23,46,Yes,0.7585456416699856,Critical
1767,2023-12-03,Premium,699,18.3,7,4,19,26,Yes,0.7584007166187204,Critical
580,2024-01-02,Standard,399,19.5,4,3,4,50,Yes,0.7583222766389233,Critical
1215,2023-04-18,Standard,399,24.8,8,0,27,23,Yes,0.7580554967262357,Critical
1058,2024-02-27,Basic,199,2.4,0,4,36,6,Yes,0.7578232805507481,Critical
1257,2024-03-09,Premium,699,10.2,1,4,25,58,Yes,0.7574899434496078,Critical
603,2024-08-03,Standard,399,11.5,4,5,32,37,Yes,0.7574119584458546,Critical
1383,2023-01-22,Basic,199,3.9,0,4,34,6,Yes,0.7569528865796352,Critical
1133,2024-05-08,Basic,199,24.0,4,5,30,10,Yes,0.7566181155664826,Critical
2064,2024-08-30,Premium,699,5.4,4,5,14,43,Yes,0.7564637266560011,Critical
2062,2023-01-30,Basic,199,22.5,6,0,21,41,Yes,0.7563043403762628,Critical
117,2024-11-17,Premium,699,24.2,7,2,32,26,Yes,0.75619930750694,Critical
2397,2024-08-10,Basic,199,24.5,5,1,33,29,Yes,0.7557236811317849,Critical
1188,2024-02-23,Premium,699,11.9,5,3,3,28,Yes,0.7555380064585094,Critical
2067,2024-02-05,Basic,199,23.7,6,5,32,20,Yes,0.7549684573055329,Critical
2233,2024-10-16,Standard,399,19.2,4,2,7,34,Yes,0.7548527654562807,Critical
73,2023-05-22,Basic,199,6.2,5,2,19,57,Yes,0.7548495482730808,Critical
1424,2023-10-25,Premium,699,23.3,5,3,34,50,Yes,0.7545917545382523,Critical
65,2023-07-23,Premium,699,2.8,3,5,22,19,Yes,0.7543759879532739,Critical
1799,2024-05-11,Standard,399,14.9,8,2,10,33,Yes,0.7535888194473886,Critical
329,2023-11-17,Standard,399,20.2,7,2,7,58,Yes,0.7531280635008689,Critical
968,2024-11-21,Basic,199,22.4,7,5,5,23,Yes,0.7528265833886589,Critical
1995,2024-01-07,Standard,399,4.7,0,4,31,44,No,0.752620686187467,Critical
1349,2024-03-15,Standard,399,11.1,4,2,1,31,Yes,0.7525483836876777,Critical
1535,2023-01-01,Standard,399,1.8,4,0,8,27,Yes,0.7522163816412568,Critical
2705,2024-11-25,Standard,399,11.4,2,4,26,59,Yes,0.7518225152221508,Critical
2773,2024-02-05,Basic,199,9.8,5,2,13,45,Yes,0.7517994582925362,Critical
2043,2023-11-02,Standard,399,19.9,6,5,16,52,No,0.7513422970380454,Critical
1052,2024-01-12,Premium,699,22.6,2,2,20,42,Yes,0.7508430689431217,Critical
529,2023-07-12,Premium,699,8.8,2,2,34,57,Yes,0.7508230942685072,Critical
623,2023-02-27,Premium,699,3.8,8,0,11,57,Yes,0.7505108361387526,Critical
574,2023-02-18,Basic,199,10.0,8,5,36,18,No,0.7505075592078885,Critical
1274,2023-04-13,Standard,399,9.0,7,5,6,54,Yes,0.750470331687704,Critical
551,2023-06-10,Standard,399,21.1,8,4,10,3,Yes,0.749708303446864,High
91,2023-10-02,Standard,399,19.5,7,3,35,52,Yes,0.7494629211174347,High
197,2023-04-03,Standard,399,1.9,4,0,3,41,No,0.7494517939050672,High
122,2023-01-15,Standard,399,3.5,3,5,32,10,Yes,0.7487996971249803,High
370,2024-06-15,Standard,399,3.1,1,2,28,14,Yes,0.7482719824361531,High
400,2024-08-18,Standard,399,18.9,5,3,33,60,Yes,0.7477823421136371,High
2305,2023-09-05,Basic,199,22.7,8,4,16,34,No,0.7476281964974713,High
2465,2023-06-13,Standard,399,22.2,8,1,1,26,Yes,0.7474632469177115,High
1593,2024-12-15,Premium,699,21.8,3,4,19,57,Yes,0.746493644103168,High
2125,2024-09-06,Basic,199,15.2,4,3,16,49,Yes,0.7458799932652251,High
1707,2024-08-08,Premium,699,10.3,4,2,31,40,Yes,0.7458086229427591,High
1004,2024-11-04,Basic,199,15.2,1,3,21,57,Yes,0.7456145966117835,High
1439,2023-08-05,Standard,399,23.4,5,3,4,30,Yes,0.7451540166748923,High
1047,2023-02-14,Premium,699,11.6,4,4,31,42,Yes,0.744931962432353,High
119,2024-02-18,Basic,199,2.7,4,2,30,7,No,0.744253006823263,High
2313,2024-05-31,Premium,699,24.7,5,3,10,43,Yes,0.7441074860660485,High
1001,2024-03-22,Basic,199,20.0,4,3,16,31,Yes,0.7439736846451699,High
568,2023-05-16,Premium,699,5.4,4,5,14,22,No,0.7437554963908455,High
1308,2023-09-20,Basic,199,3.7,3,5,3,10,Yes,0.7429944220352498,High
260,2024-04-22,Standard,399,19.1,8,4,9,6,Yes,0.7429939957795436,High
2760,2023-12-31,Basic,199,13.6,1,3,2,60,Yes,0.7425057420346267,High
1786,2023-03-14,Basic,199,17.2,6,4,3,30,No,0.7424265210533788,High
356,2024-01-25,Basic,199,22.7,3,4,36,33,Yes,0.7423765371933587,High
758,2024-10-14,Standard,399,18.3,5,3,10,26,Yes,0.7420938669592578,High
944,2024-12-11,Premium,699,14.4,4,5,31,43,Yes,0.7420498899783847,High
2380,2023-05-04,Basic,199,19.3,8,2,10,36,Yes,0.7415014818101456,High
2093,2024-10-15,Premium,699,6.4,6,2,20,52,Yes,0.7412016649180863,High
950,2023-06-16,Basic,199,13.2,5,3,9,26,Yes,0.7410346014619524,High
2134,2023-05-01,Standard,399,14.0,3,3,35,37,Yes,0.7409214047673098,High
843,2024-05-11,Premium,699,16.6,4,5,4,39,Yes,0.7399477807082561,High
455,2023-03-04,Basic,199,16.4,7,3,16,56,Yes,0.7398446242490152,High
2450,2024-07-05,Standard,399,23.9,8,3,4,50,No,0.7395523838671547,High
1015,2024-10-21,Standard,399,21.6,2,3,14,40,Yes,0.7393098289855807,High
570,2023-01-14,Standard,399,17.0,8,2,27,56,No,0.7393076945363333,High
2246,2024-07-03,Premium,699,3.4,0,5,22,20,Yes,0.7389291785673469,High
1447,2023-05-09,Standard,399,13.3,0,3,17,60,No,0.7383595152504622,High
387,2024-03-30,Premium,699,16.5,6,5,33,31,Yes,0.7382909795295712,High
2129,2024-05-16,Premium,699,23.1,2,3,36,21,Yes,0.7382175828904851,High
533,2023-09-16,Basic,199,17.4,6,3,4,24,Yes,0.7379118215665735,High
566,2023-05-22,Premium,699,7.2,5,2,16,28,No,0.7377378313928574,High
1069,2024-08-06,Standard,399,12.1,7,4,32,15,Yes,0.737280904325241,High
269,2023-02-11,Premium,699,19.0,3,4,24,32,Yes,0.737153546103645,High
682,2024-07-07,Basic,199,16.8,5,3,3,29,No,0.7366569497304253,High
1605,2024-09-22,Basic,199,19.4,4,2,16,36,Yes,0.7366047580800874,High
446,2023-08-09,Basic,199,20.3,4,5,11,44,Yes,0.7364169896395762,High
564,2023-05-12,Standard,399,19.6,2,5,33,37,Yes,0.7360568246168214,High
304,2024-06-06,Standard,399,11.3,3,5,34,37,Yes,0.7360409098440824,High
558,2024-11-05,Premium,699,18.1,5,5,31,28,Yes,0.7357125549087052,High
1134,2024-08-22,Standard,399,21.1,6,2,17,53,Yes,0.7356964799186954,High
1,2023-04-15,Premium,699,1.1,4,1,8,14,Yes,0.7353739990608034,High
2691,2024-07-12,Premium,699,23.9,5,4,7,39,No,0.7349260119210979,High
1591,2024-05-21,Premium,699,16.6,1,2,8,60,Yes,0.7347497326793078,High
2496,2024-03-24,Basic,199,11.4,5,5,3,47,No,0.7344225898230302,High
1737,2023-09-08,Standard,399,2.5,3,1,20,27,Yes,0.7335934521133762,High
1136,2024-09-17,Premium,699,20.8,8,2,8,56,Yes,0.733566821691713,High
1285,2024-06-16,Standard,399,8.3,5,5,28,59,No,0.7332962749894817,High
1903,2023-10-27,Basic,199,14.4,0,5,14,60,Yes,0.7331497513262646,High
1195,2023-08-21,Premium,699,12.1,8,1,1,55,Yes,0.732296580513249,High
2037,2024-06-25,Standard,399,22.1,6,1,33,39,Yes,0.7312084663331889,High
1856,2024-06-15,Premium,699,1.6,3,1,21,36,Yes,0.7310676701388724,High
1830,2024-02-28,Standard,399,3.2,2,5,19,4,Yes,0.7308034701634692,High
239,2023-02-03,Basic,199,6.3,5,2,5,24,No,0.7307965000379476,High
1186,2024-01-19,Basic,199,5.9,6,3,26,36,Yes,0.7304950929341343,High
1724,2023-10-23,Basic,199,14.4,6,2,35,41,No,0.7303088175610278,High
859,2023-11-28,Standard,399,16.2,4,3,5,44,No,0.7300206233251858,High
1489,2023-07-21,Basic,199,17.2,6,2,27,52,Yes,0.7298602897146633,High
1408,2023-04-24,Standard,399,18.2,7,5,27,44,Yes,0.7298215340140044,High
2694,2024-07-14,Premium,699,16.3,6,4,1,27,No,0.729745387367944,High
1152,2023-07-19,Basic,199,23.0,8,3,18,20,Yes,0.7292560783389286,High
1114,2024-01-22,Basic,199,12.3,4,4,27,28,No,0.7292399258166584,High
2754,2024-04-02,Standard,399,8.4,5,4,10,24,Yes,0.7288264342203158,High
1846,2023-11-19,Premium,699,19.6,8,2,3,4,Yes,0.7288114982652236,High
823,2023-03-04,Basic,199,17.3,6,2,7,31,Yes,0.7287402024535024,High
768,2024-04-17,Basic,199,7.6,6,2,13,49,No,0.7282326100317229,High
2189,2024-11-16,Basic,199,22.9,2,5,30,31,Yes,0.7281361181984096,High
1260,2023-06-22,Basic,199,18.8,6,5,18,19,Yes,0.727779894444417,High
595,2024-11-07,Premium,699,15.4,4,3,20,24,Yes,0.7264900880785026,High
563,2024-08-22,Basic,199,0.6,0,4,32,59,Yes,0.7263712419255313,High
2171,2023-06-20,Standard,399,9.2,6,2,34,33,No,0.7261112253906447,High
1634,2024-03-22,Basic,199,23.8,6,5,23,28,Yes,0.7257379502267725,High
1142,2024-12-14,Standard,399,9.1,6,4,8,22,Yes,0.725310623654916,High
282,2024-08-10,Standard,399,12.3,8,5,21,17,Yes,0.7243135514375174,High
2324,2023-01-06,Standard,399,21.0,1,4,17,58,Yes,0.7242486888380394,High
902,2024-07-25,Standard,399,10.2,1,3,34,31,Yes,0.7239370152577087,High
1743,2023-08-05,Basic,199,22.9,3,1,26,31,Yes,0.7238144427415191,High
254,2023-06-25,Premium,699,12.8,2,4,6,60,Yes,0.7237322075574889,High
1061,2024-11-17,Basic,199,10.7,4,2,6,37,Yes,0.7236800209927392,High
2281,2024-08-23,Premium,699,18.2,6,2,20,44,No,0.7236581139936973,High
1111,2024-01-19,Standard,399,1.5,2,0,19,23,Yes,0.7235547248519892,High
1493,2024-03-01,Premium,699,1.5,0,0,34,30,Yes,0.7234918075820098,High
1592,2024-01-11,Premium,699,22.5,3,3,23,45,Yes,0.7233171549365016,High
157,2024-10-22,Standard,399,21.5,1,5,16,23,Yes,0.7228338238119237,High
912,2024-05-30,Premium,699,19.0,3,2,14,22,No,0.722180384809072,High
2793,2024-02-15,Standard,399,0.8,1,1,10,49,Yes,0.7219484038383063,High
33,2024-01-24,Basic,199,12.4,3,3,27,57,Yes,0.7213020412468502,High
1018,2023-01-29,Standard,399,15.3,8,5,27,20,Yes,0.7212597028945709,High
1874,2023-07-10,Premium,699,16.6,8,2,18,21,No,0.7210918275287321,High
1675,2024-08-14,Premium,699,23.8,8,5,26,6,Yes,0.7202268618138957,High
2046,2024-12-24,Premium,699,19.1,1,2,29,29,Yes,0.7202237434825735,High
1409,2023-06-14,Basic,199,22.1,0,4,4,48,Yes,0.7199981929474153,High
224,2024-06-22,Premium,699,5.1,1,4,27,23,Yes,0.7198737011575569,High
787,2023-09-23,Premium,699,12.3,4,3,6,38,No,0.7198187093875729,High
353,2023-05-16,Basic,199,23.6,7,2,1,48,Yes,0.7195730853102027,High
2636,2024-08-28,Standard,399,20.3,8,2,1,6,Yes,0.7194566163032469,High
2650,2023-05-16,Premium,699,11.5,4,5,5,46,Yes,0.7192863611720625,High
40,2023-03-16,Standard,399,3.7,4,3,26,20,No,0.7191105721795301,High
2352,2024-03-04,Basic,199,4.1,3,3,33,17,Yes,0.7190383493763336,High
453,2024-01-27,Basic,199,23.1,6,5,11,25,Yes,0.7189029250174199,High
1674,2024-05-23,Standard,399,7.5,8,4,31,15,Yes,0.7187496439259305,High
651,2024-04-14,Standard,399,24.2,7,1,29,48,Yes,0.7185800682549406,High
1120,2023-01-20,Premium,699,24.0,8,1,4,48,Yes,0.7185638386462139,High
2220,2023-12-07,Standard,399,0.6,7,4,22,12,Yes,0.7179553291648901,High
1316,2024-01-17,Basic,199,5.5,4,5,35,44,Yes,0.7178118175721457,High
1258,2024-01-27,Basic,199,6.7,4,4,28,34,Yes,0.7176638179289269,High
2432,2023-07-19,Premium,699,17.2,4,3,9,53,No,0.7175871534148444,High
1081,2023-12-30,Basic,199,3.5,3,3,15,16,No,0.7173100976731638,High
2671,2024-03-15,Premium,699,10.4,4,4,4,27,Yes,0.7163494654162006,High
1060,2024-02-07,Basic,199,18.6,7,1,8,50,Yes,0.7157735033877628,High
173,2024-07-29,Standard,399,18.7,5,1,7,35,Yes,0.7150447579107015,High
2155,2024-12-31,Premium,699,24.0,3,5,31,44,Yes,0.714238048488998,High
565,2024-09-15,Basic,199,16.6,5,4,25,56,Yes,0.7139973756890018,High
776,2023-05-15,Standard,399,18.4,7,2,20,40,Yes,0.7139804001312817,High
1548,2023-03-04,Basic,199,15.1,4,4,22,30,Yes,0.7139211648509197,High
285,2023-10-06,Premium,699,5.7,8,2,31,59,Yes,0.7137230304490757,High
124,2024-04-28,Standard,399,13.0,4,3,19,53,Yes,0.7135020598441733,High
731,2024-03-02,Standard,399,19.6,5,2,6,56,No,0.7131630427749391,High
2475,2023-06-20,Premium,699,16.2,3,4,5,35,Yes,0.713113346838189,High
578,2023-05-14,Premium,699,3.4,0,3,33,17,Yes,0.7130629873344236,High
60,2023-11-13,Standard,399,16.8,1,5,21,57,Yes,0.7129218360629245,High
2692,2023-05-31,Standard,399,19.1,3,2,23,43,Yes,0.7126578263092702,High
332,2024-10-19,Standard,399,16.5,5,2,36,48,No,0.7126532008808566,High
71,2023-09-23,Standard,399,11.4,2,5,36,55,Yes,0.7126300449801191,High
1291,2024-11-06,Premium,699,23.1,2,3,4,46,Yes,0.7120961814816927,High
2332,2023-10-28,Standard,399,18.2,5,2,15,34,Yes,0.7119346251183056,High
994,2023-07-24,Premium,699,12.9,4,3,20,42,Yes,0.7114496115303047,High
676,2024-03-31,Standard,399,16.5,4,4,21,41,Yes,0.7114359465682261,High
1394,2024-01-13,Premium,699,9.0,1,2,19,58,Yes,0.7111812332304797,High
1556,2024-01-31,Premium,699,24.0,7,2,7,42,Yes,0.7110900896096088,High
878,2024-11-25,Basic,199,20.2,6,2,5,51,No,0.7107693298733461,High
85,2023-04-28,Standard,399,19.3,2,4,17,38,No,0.710579673738913,High
1622,2024-04-28,Premium,699,13.7,1,4,27,51,Yes,0.7096854574943646,High
1885,2024-09-19,Basic,199,6.7,8,5,5,19,Yes,0.7094741706722171,High
1103,2024-06-12,Premium,699,18.0,8,5,9,15,Yes,0.7085610630618399,High
2570,2023-03-08,Premium,699,10.4,1,3,27,48,No,0.7083552559240909,High
2686,2023-12-29,Basic,199,17.8,2,3,29,38,Yes,0.7081398791651551,High
1170,2023-06-16,Standard,399,21.4,5,4,22,19,Yes,0.7076080700192365,High
2474,2024-11-04,Premium,699,22.1,1,5,27,27,No,0.7073793512329692,High
1174,2024-01-04,Basic,199,3.3,4,3,36,12,Yes,0.7073348803472895,High
190,2024-06-20,Standard,399,2.7,1,1,24,27,Yes,0.7068051377002055,High
500,2024-06-12,Premium,699,5.1,3,3,6,47,Yes,0.7063512678096465,High
2256,2024-07-08,Basic,199,22.3,0,3,7,51,Yes,0.7063103843499366,High
690,2023-10-03,Premium,699,13.2,4,2,16,41,Yes,0.7061092360730322,High
1653,2023-08-29,Basic,199,10.7,4,4,3,24,Yes,0.7060602657132401,High
1452,2024-03-14,Standard,399,24.4,5,0,34,59,Yes,0.7060400624715597,High
1945,2023-05-19,Premium,699,13.3,8,5,35,12,Yes,0.7052788393608127,High
155,2024-05-16,Premium,699,10.8,2,3,35,41,Yes,0.7049497096916524,High
2481,2024-12-25,Basic,199,19.1,7,5,30,7,Yes,0.7047270963581983,High
118,2024-07-17,Basic,199,8.6,7,2,11,42,No,0.7043476936794748,High
1569,2023-05-17,Standard,399,23.1,5,0,2,44,Yes,0.7042157400274646,High
226,2023-03-11,Basic,199,24.5,4,5,25,1,Yes,0.7037273694264122,High
322,2023-09-19,Premium,699,24.2,8,4,27,8,Yes,0.7033440122094637,High
262,2023-11-17,Premium,699,6.6,2,2,27,59,Yes,0.7020246763897015,High
2651,2023-02-16,Basic,199,9.0,4,2,36,31,No,0.7009090336586803,High
2515,2023-02-15,Basic,199,21.0,4,3,9,27,Yes,0.7006745090687461,High
1206,2023-03-12,Standard,399,4.3,1,1,26,34,Yes,0.7004309671144584,High
240,2024-08-10,Premium,699,17.1,5,2,10,28,No,0.6997942871610257,High
1749,2024-04-06,Standard,399,7.9,4,5,4,40,Yes,0.6995886866273786,High
81,2024-01-24,Standard,399,8.5,7,2,25,21,No,0.6992578229146297,High
720,2024-04-14,Premium,699,10.7,1,5,36,36,Yes,0.6992322547580697,High
2218,2023-10-12,Basic,199,22.2,3,4,3,38,Yes,0.6990366731789313,High
970,2023-06-22,Standard,399,17.5,1,5,26,59,No,0.6984792316521257,High
908,2023-02-26,Premium,699,19.8,1,4,14,56,Yes,0.6983190958610234,High
1650,2024-04-26,Premium,699,6.5,6,1,1,43,Yes,0.6982471430273306,High
708,2024-07-21,Premium,699,8.4,7,2,23,55,No,0.6982125370581356,High
1239,2023-07-30,Standard,399,18.9,3,5,19,21,Yes,0.6977063657194853,High
1961,2024-08-06,Premium,699,23.9,6,2,17,34,Yes,0.6969992537395217,High
2245,2024-07-18,Premium,699,19.3,2,3,36,31,Yes,0.6967598984106169,High
1043,2024-06-04,Basic,199,2.8,4,1,23,53,Yes,0.6967214262623334,High
1460,2024-02-29,Standard,399,21.0,6,5,20,15,Yes,0.6966065100488136,High
1236,2024-01-19,Standard,399,18.6,3,4,16,5,Yes,0.6965063909831594,High
1296,2024-08-12,Basic,199,20.2,3,5,14,41,Yes,0.6964865206355758,High
427,2024-06-20,Premium,699,19.4,0,2,8,51,Yes,0.6963693766219884,High
2669,2024-01-04,Standard,399,17.3,1,3,15,57,Yes,0.6961591752458446,High
1451,2024-07-09,Basic,199,16.4,7,3,32,26,Yes,0.6959198008426484,High
2574,2024-07-13,Basic,199,15.8,6,5,21,24,No,0.6957280290228033,High
1523,2023-04-07,Premium,699,21.0,8,4,19,10,No,0.6955948806494332,High
113,2024-05-27,Standard,399,12.0,4,5,8,25,No,0.6951151500555537,High
87,2024-12-01,Standard,399,2.4,3,0,13,44,No,0.6951012263353079,High
1771,2023-11-19,Basic,199,18.8,8,2,14,19,Yes,0.6950310382462727,High
979,2024-07-24,Standard,399,21.4,7,3,21,2,Yes,0.694619605527833,High
940,2024-04-19,Premium,699,1.5,4,4,32,19,Yes,0.6945279074425182,High
1796,2024-01-29,Standard,399,4.3,2,1,19,38,Yes,0.694481682882222,High
2018,2023-03-05,Premium,699,13.5,4,2,16,48,Yes,0.6940366133978854,High
2040,2023-11-24,Standard,399,20.7,7,4,23,9,No,0.6939179069951392,High
37,2023-08-29,Basic,199,2.5,2,0,33,38,Yes,0.6937439759291637,High
1054,2023-02-11,Basic,199,20.4,2,3,28,40,Yes,0.6930732732436098,High
508,2023-09-16,Basic,199,22.8,2,4,31,51,Yes,0.6928874951426401,High
280,2023-09-10,Premium,699,17.1,4,4,23,30,Yes,0.6926485223772461,High
1429,2023-05-07,Standard,399,24.5,7,5,31,59,Yes,0.6925469456516287,High
366,2024-02-15,Basic,199,19.8,1,3,28,38,Yes,0.6924649408256135,High
1299,2024-02-11,Standard,399,24.3,6,1,28,2,Yes,0.692384340619165,High
1762,2024-08-10,Standard,399,13.7,3,5,33,51,Yes,0.6923645057611217,High
1906,2023-12-23,Standard,399,5.6,8,5,11,20,No,0.692335901161882,High
2300,2023-08-09,Premium,699,22.2,2,4,22,34,No,0.6922658922603981,High
1419,2024-02-05,Basic,199,18.9,6,4,23,12,Yes,0.6921440238603102,High
1368,2024-02-15,Basic,199,11.2,8,3,11,35,No,0.6919951350240215,High
695,2023-03-24,Standard,399,25.0,7,5,32,50,Yes,0.6915530030229718,High
306,2023-08-12,Standard,399,18.2,6,2,20,52,Yes,0.6914032566555431,High
980,2024-02-03,Premium,699,22.2,2,3,20,27,Yes,0.6910855929870756,High
428,2023-02-26,Basic,199,18.0,1,3,17,29,Yes,0.6909872429746418,High
740,2024-03-28,Standard,399,19.4,2,2,2,39,No,0.6909275707107599,High
1093,2024-07-20,Basic,199,24.3,6,3,34,56,Yes,0.6909274826456485,High
367,2024-01-04,Premium,699,23.1,6,4,33,2,No,0.6908375091378774,High
2577,2024-09-20,Standard,399,14.9,5,5,22,3,Yes,0.6907382781500071,High
640,2024-12-14,Basic,199,5.8,6,2,7,51,Yes,0.6906788344175551,High
2200,2023-04-14,Premium,699,8.7,5,4,11,24,No,0.6905927781679825,High
2665,2023-09-21,Standard,399,15.0,3,3,27,22,Yes,0.6905690191516108,High
1570,2023-08-19,Premium,699,5.4,4,3,36,28,Yes,0.6905516402667536,High
2774,2024-05-11,Basic,199,15.2,2,4,2,46,No,0.6902095938317047,High
1326,2024-04-13,Basic,199,17.8,3,5,24,38,Yes,0.6899076600423976,High
2630,2023-11-13,Basic,199,7.3,8,5,31,8,Yes,0.6896924691758572,High
2029,2023-04-19,Premium,699,11.1,2,3,32,42,Yes,0.6896874648208858,High
1814,2023-12-16,Standard,399,7.5,4,2,33,55,Yes,0.689683125423886,High
62,2023-11-08,Standard,399,15.6,4,3,12,35,No,0.6893339168812417,High
105,2024-09-12,Basic,199,2.6,3,0,20,35,No,0.6893338507701451,High
2117,2024-06-27,Basic,199,19.8,1,4,33,42,Yes,0.6892158589839522,High
1110,2023-05-04,Premium,699,23.1,1,4,24,54,Yes,0.6892148502160045,High
419,2024-08-24,Premium,699,9.5,2,3,27,49,Yes,0.6888958735103385,High
1080,2024-03-16,Standard,399,4.8,8,0,11,51,Yes,0.688840906085793,High
1667,2024-05-11,Basic,199,21.2,8,0,3,32,Yes,0.688726679688353,High
909,2023-02-11,Premium,699,22.3,1,3,24,23,Yes,0.6886256130090881,High
99,2024-05-10,Premium,699,8.2,8,5,13,11,Yes,0.6880943187078654,High
2555,2024-01-22,Basic,199,12.4,8,4,12,14,Yes,0.6877483994260056,High
1482,2024-08-03,Premium,699,20.5,1,4,18,24,Yes,0.687696419428992,High
326,2023-09-06,Basic,199,24.1,1,5,13,48,Yes,0.687336236335201,High
711,2024-07-05,Premium,699,19.5,3,2,24,46,Yes,0.6872730789000457,High
1886,2023-06-14,Premium,699,2.0,6,1,5,9,Yes,0.6865450288705617,High
1013,2024-03-29,Premium,699,22.6,1,4,24,55,Yes,0.686397265055201,High
